manufacturer,model_name,model_year,body_type,fuel_type,transmission,power_(bhp),engine_(cc),mileage,kilometers,previous_owners,insurance_type,seats,city,price_in_lakhs_(₹)
Ford,Ecosport,2018,SUV,Diesel,Manual,98.96,1498.0,23.0,90000.0,1,Comprehensive,5,bangalore,9.75
Maruti,Baleno,2017,Hatchback,Petrol,Manual,83.1,1197.0,21.4,50035.0,1,third_party_insurance,5,bangalore,6.99
Tata,Nexon,2021,SUV,Petrol,Manual,118.36,1199.0,17.57,80000.0,1,third_party_insurance,5,bangalore,11.5
Hyundai,i20,2015,Hatchback,Petrol,Manual,81.83,1197.0,18.6,90000.0,2,Comprehensive,5,bangalore,6.25
Mercedes-Benz,E-Class,2011,Sedan,Diesel,Automatic,203.0,2143.0,14.21,90000.0,4,third_party_insurance,5,bangalore,10.0
Toyota,Corolla Altis,2011,Sedan,Diesel,Manual,87.2,1364.0,21.43,120000.0,1,third_party_insurance,5,bangalore,6.0
Maruti,Swift Dzire,2015,Sedan,Petrol,Manual,88.5,1197.0,22.41,25170.0,1,third_party_insurance,5,bangalore,6.75
Maruti,Ciaz,2021,Sedan,Petrol,Manual,103.25,1462.0,20.65,25022.0,1,Comprehensive,5,bangalore,8.93
Maruti,Swift,2012,Hatchback,Diesel,Manual,74.0,1248.0,22.9,100000.0,2,third_party_insurance,5,bangalore,4.2
Maruti,Ciaz,2020,Sedan,Petrol,Manual,103.25,1462.0,20.65,26367.0,1,zero_depreciation,5,bangalore,9.41
Hyundai,Elantra,2015,Sedan,Petrol,Automatic,147.5,1797.0,14.5,76567.0,2,zero_depreciation,5,bangalore,6.3
Toyota,Innova,2013,MUV,Diesel,Manual,100.6,2494.0,12.99,120000.0,2,third_party_insurance,7,bangalore,12.75
Hyundai,Grand i10,2015,Hatchback,Petrol,Automatic,82.0,1197.0,18.9,36459.0,2,Comprehensive,5,bangalore,5.25
Maruti,SX4 S Cross,2016,SUV,Diesel,Manual,88.5,1248.0,23.65,93725.0,1,Comprehensive,5,bangalore,7.5
Maruti,Ciaz,2016,Sedan,Petrol,Automatic,91.1,1373.0,19.12,115599.0,2,Comprehensive,5,bangalore,6.32
Maruti,Swift Dzire,2015,Sedan,Petrol,Manual,88.5,1197.0,22.41,43469.0,1,zero_depreciation,5,bangalore,6.45
Ford,Ikon,2005,Sedan,Petrol,Manual,69.0424,1299.0,13.8,70000.0,4,third_party_insurance,5,bangalore,5.0
BMW,X5,2019,SUV,Diesel,Automatic,261.5,2993.0,13.38,77000.0,2,Comprehensive,5,bangalore,67.95
Maruti,Vitara Brezza,2018,SUV,Diesel,Manual,88.5,1248.0,24.3,100000.0,1,Comprehensive,5,bangalore,8.5
Mitsubishi,Cedia,2008,Sedan,Petrol,Manual,113.4268,1999.0,14.7,72000.0,1,third_party_insurance,5,bangalore,2.99
Jaguar,XF,2013,Sedan,Diesel,Automatic,187.7,2179.0,16.36,77000.0,1,Comprehensive,5,bangalore,20.95
Audi,Q7,2013,SUV,Diesel,Automatic,241.4,2967.0,12.07,87101.0,1,Comprehensive,7,bangalore,28.0
Volkswagen,Polo,2021,Hatchback,Petrol,Manual,108.62,999.0,18.24,40771.0,2,third_party_insurance,5,bangalore,9.99
Honda,Jazz,2018,Hatchback,Petrol,Manual,88.7,1199.0,18.7,28000.0,1,Comprehensive,5,bangalore,8.25
Maruti,Wagon R,2008,Hatchback,Petrol,Manual,67.0,1061.0,18.9,40000.0,3,Comprehensive,5,bangalore,2.5
Hyundai,Venue,2020,SUV,Petrol,Automatic,118.35,998.0,18.15,26000.0,1,Comprehensive,5,bangalore,12.95
Maruti,Wagon R,2012,Hatchback,Petrol,Manual,67.1,998.0,18.9,76032.0,1,Comprehensive,5,bangalore,3.29
Maruti,Ciaz,2018,Sedan,Petrol,Manual,103.25,1462.0,21.56,113780.0,1,Comprehensive,5,bangalore,6.66
Audi,A3,2019,Sedan,Diesel,Automatic,143.0,1968.0,20.38,24000.0,1,third_party_insurance,5,bangalore,22.9
Hyundai,Venue,2020,SUV,Diesel,Manual,98.6,1493.0,23.7,65812.0,2,third_party_insurance,5,bangalore,10.26
Skoda,Kushaq,2022,SUV,Petrol,Automatic,113.98,999.0,17.2,10000.0,1,third_party_insurance,5,bangalore,17.0
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,39959.0,1,zero_depreciation,5,bangalore,6.81
Hyundai,Alcazar,2022,SUV,Petrol,Automatic,156.9,1999.0,14.2,10000.0,1,third_party_insurance,7,bangalore,16.9
Maruti,Alto K10,2016,Hatchback,Petrol,Manual,65.71,998.0,24.39,65484.0,3,third_party_insurance,5,bangalore,3.18
Maruti,Baleno,2017,Hatchback,Petrol,Manual,83.1,1197.0,21.4,49174.0,1,Comprehensive,5,bangalore,6.88
Volkswagen,Taigun,2022,SUV,Petrol,Manual,113.98,999.0,20.08,20000.0,1,third_party_insurance,5,bangalore,13.0
Hyundai,i10,2009,Hatchback,Petrol,Manual,78.9,1197.0,20.36,50000.0,1,third_party_insurance,5,bangalore,2.65
Maruti,Swift Dzire,2018,Sedan,Petrol,Automatic,81.8,1197.0,22.0,40000.0,2,third_party_insurance,5,bangalore,6.45
Hyundai,Alcazar,2022,SUV,Petrol,Automatic,156.9,1999.0,14.2,30000.0,1,third_party_insurance,7,bangalore,20.0
BMW,3 Series,2007,Others,Petrol,Automatic,212.0588,2497.0,10.9,50000.0,3,third_party_insurance,5,bangalore,9.0
Maruti,Swift,2020,Hatchback,Petrol,Manual,81.8,1197.0,21.21,80000.0,1,third_party_insurance,5,bangalore,6.2
MG,Astor,2022,SUV,Petrol,Manual,108.49,1498.0,15.43,20000.0,1,third_party_insurance,5,bangalore,14.7
Audi,A4,2014,Sedan,Diesel,Automatic,174.33,1968.0,17.11,90000.0,1,third_party_insurance,5,bangalore,14.75
Renault,KWID,2020,Hatchback,Petrol,Manual,67.0,999.0,21.74,40000.0,1,third_party_insurance,5,bangalore,4.15
Honda,Jazz,2016,Hatchback,Petrol,Manual,88.7,1199.0,18.7,63797.0,1,Comprehensive,5,bangalore,6.1
Hyundai,Grand i10,2018,Hatchback,Petrol,Manual,81.86,1197.0,18.9,60216.0,2,Comprehensive,5,bangalore,5.6
Maruti,Alto K10,2015,Hatchback,Petrol,Automatic,67.05,998.0,23.95,10000.0,2,third_party_insurance,5,bangalore,4.25
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,38153.0,1,Comprehensive,5,bangalore,6.86
Maruti,Swift,2015,Hatchback,Petrol,Manual,88.5,1197.0,22.38,76485.0,1,Comprehensive,5,bangalore,5.17
Maruti,Wagon R,2015,Hatchback,Petrol,Manual,67.04,998.0,20.51,40000.0,2,third_party_insurance,5,bangalore,3.85
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,40623.0,1,Comprehensive,5,bangalore,6.75
Mercedes-Benz,C-Class,2018,Sedan,Diesel,Automatic,167.62,2143.0,19.27,18000.0,2,third_party_insurance,5,bangalore,33.0
Maruti,Swift,2014,Hatchback,Petrol,Manual,88.5,1197.0,22.38,88051.0,1,third_party_insurance,5,bangalore,4.99
Maruti,Swift,2022,Hatchback,Petrol,Manual,88.5,1197.0,22.38,16522.0,1,third_party_insurance,5,bangalore,7.74
Jeep,Compass,2019,SUV,Diesel,Manual,170.0,1956.0,16.3,70000.0,2,third_party_insurance,5,bangalore,14.75
Maruti,Wagon R,2008,Hatchback,Petrol,Manual,67.0,1061.0,18.9,80000.0,3,third_party_insurance,5,bangalore,2.4
Hyundai,Venue,2019,SUV,Diesel,Manual,88.76,1396.0,23.7,50000.0,1,third_party_insurance,5,bangalore,10.25
Tata,Nexon,2023,SUV,Petrol,Manual,118.35,1199.0,17.33,10000.0,1,third_party_insurance,5,bangalore,14.0
Hyundai,EON,2013,Hatchback,Petrol,Manual,55.2,814.0,21.1,57000.0,2,third_party_insurance,5,bangalore,2.85
Maruti,Baleno,2019,Hatchback,Petrol,Manual,83.1,1197.0,21.4,10000.0,1,third_party_insurance,5,bangalore,7.8
Maruti,Swift,2012,Hatchback,Petrol,Manual,85.8,1197.0,18.6,50000.0,2,third_party_insurance,5,bangalore,4.75
Mahindra,XUV300,2019,SUV,Diesel,Manual,115.0,1497.0,20.0,120000.0,1,third_party_insurance,5,bangalore,7.5
Hyundai,Grand i10,2014,Hatchback,Petrol,Manual,82.0,1197.0,18.9,35469.0,1,Comprehensive,5,bangalore,5.55
Honda,Jazz,2017,Hatchback,Petrol,Manual,88.7,1199.0,18.7,40073.0,2,third_party_insurance,5,bangalore,6.07
Hyundai,Grand i10,2017,Hatchback,Petrol,Manual,81.86,1197.0,18.9,65730.0,2,third_party_insurance,5,bangalore,5.14
Maruti,Baleno,2005,Sedan,Petrol,Manual,92.71408,1590.0,15.4,120000.0,2,third_party_insurance,5,bangalore,2.5
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,36184.0,2,third_party_insurance,5,bangalore,7.05
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,69310.0,1,Comprehensive,5,bangalore,6.53
Honda,City,2015,Sedan,Petrol,Automatic,117.3,1497.0,18.0,55643.0,1,third_party_insurance,5,bangalore,8.72
Hyundai,Grand i10,2017,Hatchback,Petrol,Automatic,81.86,1197.0,18.9,62803.0,2,third_party_insurance,5,bangalore,5.64
Volkswagen,Polo,2011,Hatchback,Diesel,Manual,73.9,1199.0,22.07,90000.0,2,third_party_insurance,5,bangalore,3.7
Maruti,Swift,2015,Hatchback,Petrol,Manual,88.5,1197.0,22.38,68656.0,1,third_party_insurance,5,bangalore,5.5
Honda,Jazz,2016,Hatchback,Petrol,Manual,88.7,1199.0,18.7,77501.0,3,Comprehensive,5,bangalore,5.17
Maruti,Swift Dzire,2016,Sedan,Petrol,Manual,83.14,1197.0,20.85,40000.0,1,third_party_insurance,5,bangalore,6.2
Honda,City,2014,Sedan,Petrol,Automatic,117.3,1497.0,18.0,48325.0,1,third_party_insurance,5,bangalore,7.5
Tata,Nexon,2022,SUV,Petrol,Manual,118.36,1199.0,17.57,30000.0,1,third_party_insurance,5,bangalore,12.2
Mercedes-Benz,B Class,2013,Hatchback,Diesel,Automatic,120.7,2143.0,14.8,100000.0,2,Comprehensive,5,bangalore,13.5
Maruti,Swift,2015,Hatchback,Petrol,Manual,81.8,1197.0,22.0,69000.0,1,Comprehensive,5,bangalore,5.75
Jeep,Compass,2018,SUV,Diesel,Manual,170.0,1956.0,17.1,110000.0,1,third_party_insurance,5,bangalore,12.5
Hyundai,Verna,2016,Sedan,Petrol,Manual,121.3,1591.0,17.01,50000.0,2,third_party_insurance,5,bangalore,8.68
Kia,Carnival,2020,MUV,Diesel,Automatic,197.2,2199.0,14.11,60000.0,1,third_party_insurance,8,bangalore,30.0
Hyundai,i20,2021,Hatchback,Petrol,Manual,118.36,998.0,20.0,20000.0,1,third_party_insurance,5,bangalore,9.8
Maruti,Swift,2022,Hatchback,Petrol,Automatic,88.5,1197.0,22.56,14999.0,1,third_party_insurance,5,bangalore,9.0
Honda,Jazz,2016,Hatchback,Petrol,Manual,88.7,1199.0,18.7,90773.0,2,Comprehensive,5,bangalore,5.5
Skoda,Rapid,2012,Sedan,Diesel,Manual,103.5,1598.0,20.5,90000.0,1,third_party_insurance,5,bangalore,4.5
Maruti,Swift,2017,Hatchback,Petrol,Manual,81.8,1197.0,20.4,64917.0,2,zero_depreciation,5,bangalore,6.1
Honda,Jazz,2017,Hatchback,Petrol,Manual,88.7,1199.0,18.7,70235.0,1,Comprehensive,5,bangalore,5.43
Hyundai,i20,2021,Hatchback,Petrol,Manual,118.36,998.0,20.0,30000.0,1,third_party_insurance,5,bangalore,9.8
Honda,Jazz,2016,Hatchback,Petrol,Manual,88.7,1199.0,18.7,78782.0,1,zero_depreciation,5,bangalore,5.35
Mahindra,XUV500,2014,SUV,Diesel,Manual,140.0,2179.0,15.1,164000.0,2,Comprehensive,7,bangalore,8.5
Maruti,Ciaz,2016,Sedan,Petrol,Manual,91.1,1373.0,20.73,72136.0,2,third_party_insurance,5,bangalore,6.61
Maruti,Swift,2015,Hatchback,Petrol,Manual,88.5,1197.0,22.38,52486.0,2,Comprehensive,5,bangalore,5.05
Skoda,Laura,2007,Sedan,Diesel,Automatic,104.54992,1896.0,15.6,150000.0,1,third_party_insurance,5,bangalore,4.5
Honda,WR-V,2017,SUV,Petrol,Manual,88.7,1199.0,17.5,36887.0,1,third_party_insurance,5,bangalore,8.65
Hyundai,Venue,2019,SUV,Petrol,Manual,118.35,998.0,18.27,47962.0,1,Comprehensive,5,bangalore,9.99
Nissan,Terrano,2014,SUV,Diesel,Manual,83.8,1461.0,20.45,135000.0,1,Comprehensive,5,bangalore,5.95
Skoda,Superb,2018,Sedan,Petrol,Automatic,177.46,1798.0,14.67,47398.0,2,Comprehensive,5,bangalore,23.65
Fiat,Linea,2012,Sedan,Petrol,Manual,112.0,1368.0,14.6,50000.0,2,third_party_insurance,5,bangalore,4.0
Maruti,Swift Dzire,2012,Sedan,Diesel,Manual,73.9,1248.0,19.3,100000.0,1,third_party_insurance,5,bangalore,5.5
BMW,X4,2020,SUV,Diesel,Automatic,261.5,2993.0,14.71,55000.0,1,Comprehensive,5,bangalore,60.5
BMW,X3,2011,SUV,Diesel,Automatic,215.01775999999998,1995.0,16.55,110000.0,2,Comprehensive,5,bangalore,16.0
Volkswagen,Polo,2013,Hatchback,Petrol,Automatic,103.6,1197.0,17.21,90000.0,3,third_party_insurance,5,bangalore,5.2
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,116624.0,1,zero_depreciation,5,bangalore,6.16
Maruti,Ciaz,2019,Sedan,Petrol,Manual,103.25,1462.0,21.56,54561.0,2,zero_depreciation,5,bangalore,7.95
Honda,Jazz,2016,Hatchback,Petrol,Manual,88.7,1199.0,18.7,65072.0,1,Comprehensive,5,bangalore,6.24
Hyundai,Grand i10,2017,Hatchback,Petrol,Manual,81.86,1197.0,18.9,133532.0,1,zero_depreciation,5,bangalore,5.49
Toyota,Innova,2010,MUV,Diesel,Manual,100.6,2494.0,11.4,120000.0,3,third_party_insurance,7,bangalore,7.6
Maruti,Swift Dzire,2013,Sedan,Petrol,Manual,88.5,1197.0,22.41,39886.0,1,Comprehensive,5,bangalore,5.24
Mahindra,XUV500,2019,SUV,Diesel,Manual,152.87,2179.0,15.1,80000.0,1,third_party_insurance,7,bangalore,16.5
Maruti,Swift,2015,Hatchback,Diesel,Manual,74.0,1248.0,25.2,56976.0,2,Comprehensive,5,bangalore,5.83
Volkswagen,Vento,2020,Sedan,Petrol,Manual,108.62,999.0,17.69,68303.0,2,zero_depreciation,5,bangalore,11.47
Mini,Cooper,2013,Hatchback,Petrol,Automatic,181.0,1598.0,13.6,80000.0,2,third_party_insurance,4,bangalore,17.5
Skoda,Rapid,2016,Sedan,Diesel,Automatic,108.6,1498.0,21.72,54000.0,1,Comprehensive,5,bangalore,8.25
Land Rover,Discovery Sport,2016,SUV,Diesel,Automatic,187.7,2179.0,12.51,98500.0,1,third_party_insurance,7,bangalore,31.5
Volkswagen,Polo,2018,Hatchback,Petrol,Manual,74.0,1199.0,16.2,72348.0,1,third_party_insurance,5,bangalore,7.55
Hyundai,Creta,2015,SUV,Petrol,Manual,121.3,1591.0,13.0,70000.0,1,Comprehensive,5,bangalore,8.75
Volkswagen,Polo,2021,Hatchback,Petrol,Manual,75.1,999.0,17.74,62696.0,1,third_party_insurance,5,bangalore,8.55
Toyota,Fortuner,2014,SUV,Diesel,Automatic,168.5,2982.0,12.55,174000.0,3,Comprehensive,7,bangalore,18.45
Hyundai,Grand i10,2016,Hatchback,Petrol,Manual,82.0,1197.0,18.9,65000.0,1,Comprehensive,5,bangalore,5.25
Hyundai,Grand i10,2017,Hatchback,Petrol,Automatic,81.86,1197.0,18.9,36000.0,1,Comprehensive,5,bangalore,6.5
Toyota,Innova,2011,MUV,Diesel,Manual,100.60464,2494.0,12.8,199000.0,2,Comprehensive,7,bangalore,9.5
Honda,City,2018,Sedan,Petrol,Automatic,117.6,1497.0,18.0,71905.0,1,zero_depreciation,5,bangalore,8.46
Maruti,Swift,2013,Hatchback,Petrol,Manual,88.5,1197.0,22.38,69748.0,2,Comprehensive,5,bangalore,4.24
Maruti,Alto,2008,Hatchback,Petrol,Manual,46.3,796.0,19.7,44000.0,1,Comprehensive,5,bangalore,2.1
Toyota,Yaris,2021,Sedan,Petrol,Manual,105.94,1496.0,17.1,17875.0,2,third_party_insurance,5,bangalore,9.59
Renault,Duster,2020,SUV,Petrol,Manual,153.866,1330.0,16.42,95678.0,1,Comprehensive,5,bangalore,8.89
Renault,Kiger,2022,SUV,Petrol,Automatic,71.01,999.0,19.03,12003.0,1,third_party_insurance,5,bangalore,8.5
Ford,Ecosport,2018,SUV,Diesel,Manual,98.96,1498.0,23.0,114427.0,2,Comprehensive,5,bangalore,8.36
Renault,Kiger,2022,SUV,Petrol,Automatic,71.01,999.0,19.03,20000.0,1,third_party_insurance,5,bangalore,6.6
Honda,Brio,2012,Hatchback,Petrol,Manual,86.8,1198.0,19.4,64655.0,1,Comprehensive,5,bangalore,3.34
Mahindra,KUV 100,2018,SUV,Petrol,Manual,82.0,1198.0,18.15,46456.0,1,third_party_insurance,6,bangalore,5.94
Renault,Kiger,2021,SUV,Petrol,Automatic,98.63,999.0,18.24,20000.0,1,third_party_insurance,5,bangalore,9.91
Jeep,Compass,2018,SUV,Diesel,Manual,170.0,1956.0,17.1,50000.0,1,third_party_insurance,5,bangalore,14.5
Volkswagen,Vento,2011,Sedan,Diesel,Manual,103.6,1598.0,20.54,90000.0,4,third_party_insurance,5,bangalore,2.19
Hyundai,Venue,2022,SUV,Diesel,Manual,113.45,1493.0,18.89955882352941,20000.0,1,third_party_insurance,5,bangalore,12.85
Volvo,XC40,2021,SUV,Petrol,Automatic,187.4,1969.0,14.508,27000.0,1,Comprehensive,5,bangalore,41.95
Toyota,Innova,2008,MUV,Diesel,Manual,100.60464,2494.0,12.8,150000.0,3,third_party_insurance,8,bangalore,4.55
Maruti,Baleno,2022,Hatchback,Petrol,Manual,88.5,1197.0,22.35,10000.0,1,third_party_insurance,5,bangalore,8.25
Honda,City,2018,Sedan,Petrol,Manual,117.6,1497.0,17.4,40000.0,1,third_party_insurance,5,bangalore,8.25
Ford,Ecosport,2020,SUV,Diesel,Manual,98.96,1498.0,23.0,40000.0,1,third_party_insurance,5,bangalore,9.2
Mercedes-Benz,C-Class,2018,Sedan,Diesel,Automatic,167.62,2143.0,19.27,20000.0,2,third_party_insurance,5,bangalore,33.0
Ford,Ecosport,2017,SUV,Diesel,Manual,98.59,1498.0,22.77,91598.0,2,third_party_insurance,5,bangalore,7.29
Maruti,Celerio,2015,Hatchback,Petrol,Manual,65.71,998.0,25.24,57521.0,1,Comprehensive,5,bangalore,4.32
Renault,Duster,2016,SUV,Diesel,Manual,83.8,1461.0,19.87,100000.0,1,third_party_insurance,5,bangalore,7.0
Hyundai,Verna,2021,Sedan,Petrol,Manual,113.18,1497.0,17.7,7598.0,1,Comprehensive,5,bangalore,14.99
Renault,Duster,2017,SUV,Petrol,Manual,102.53,1598.0,13.06,38520.0,1,Comprehensive,5,bangalore,7.62
MG,Astor,2022,SUV,Petrol,Manual,108.49,1498.0,15.43,20000.0,1,third_party_insurance,5,bangalore,16.25
Renault,Duster,2014,SUV,Diesel,Manual,83.8,1461.0,20.45,110455.0,2,Comprehensive,5,bangalore,6.32
Hyundai,Venue,2020,SUV,Petrol,Automatic,118.35,998.0,18.15,26901.0,1,Comprehensive,5,bangalore,12.18
Hyundai,Grand i10,2017,Hatchback,Petrol,Automatic,81.86,1197.0,18.9,65376.0,1,zero_depreciation,5,bangalore,5.24
Mahindra,XUV500,2018,SUV,Diesel,Manual,152.87,2179.0,15.1,28177.0,3,Comprehensive,7,bangalore,14.05
Kia,Sonet,2022,SUV,Petrol,Manual,118.36,998.0,18.2,10000.0,1,third_party_insurance,5,bangalore,13.9
MG,Hector,2021,SUV,Petrol,Automatic,141.0,1451.0,15.098529411764707,30000.0,1,Comprehensive,5,bangalore,18.9
Hyundai,Creta,2018,SUV,Petrol,Automatic,121.3,1591.0,13.0,27000.0,1,third_party_insurance,5,bangalore,12.75
Hyundai,i10,2010,Hatchback,Petrol,Automatic,78.90559999999999,1197.0,19.2,90000.0,3,third_party_insurance,5,bangalore,2.75
Honda,City,2022,Sedan,Petrol,Manual,117.6,1497.0,17.4,20000.0,1,third_party_insurance,5,bangalore,11.25
Honda,City,2016,Sedan,Petrol,Automatic,117.3,1497.0,18.0,82998.0,1,Comprehensive,5,bangalore,6.5
Audi,A4,2010,Sedan,Petrol,Automatic,160.967424,1781.0,12.3,110000.0,3,third_party_insurance,5,bangalore,7.0
Honda,City,2019,Sedan,Petrol,Manual,117.6,1497.0,17.14,14500.0,1,third_party_insurance,5,bangalore,11.0
Mahindra,Verito,2016,Sedan,Diesel,Manual,65.0,1461.0,21.03,120000.0,3,third_party_insurance,5,bangalore,2.6
Hyundai,i10,2010,Hatchback,Petrol,Automatic,78.90559999999999,1197.0,19.2,68000.0,2,Comprehensive,5,bangalore,3.95
Hyundai,Xcent,2019,Sedan,Petrol,Manual,81.86,1197.0,20.14,25887.0,1,third_party_insurance,5,bangalore,6.81
Maruti,S-Presso,2020,Hatchback,Petrol,Manual,65.71,998.0,21.7,74094.0,1,Comprehensive,5,bangalore,4.05
Honda,Jazz,2018,Hatchback,Petrol,Automatic,88.7,1199.0,19.0,40000.0,1,Comprehensive,5,bangalore,7.65
Maruti,Ritz,2014,Hatchback,Diesel,Manual,73.94,1248.0,23.2,91045.0,1,third_party_insurance,5,bangalore,4.87
Mahindra,XUV500,2018,SUV,Diesel,Manual,152.87,2179.0,15.1,80033.0,1,third_party_insurance,7,bangalore,14.74
Mahindra,XUV500,2017,SUV,Diesel,Automatic,140.0,2179.0,16.0,70000.0,2,third_party_insurance,7,bangalore,13.4
Renault,Triber,2021,MUV,Petrol,Automatic,71.01,999.0,18.2,13957.0,1,Comprehensive,7,bangalore,7.7
Maruti,Baleno,2018,Hatchback,Petrol,Automatic,83.1,1197.0,21.4,34140.0,2,third_party_insurance,5,bangalore,8.18
Ford,Ecosport,2017,SUV,Petrol,Manual,121.31,1497.0,17.0,20056.0,1,Comprehensive,5,bangalore,7.24
Maruti,Celerio,2016,Hatchback,Petrol,Automatic,65.71,998.0,26.0,38233.0,3,Comprehensive,5,bangalore,4.68
Volkswagen,Jetta,2013,Sedan,Petrol,Manual,120.33,1390.0,14.69,100000.0,1,third_party_insurance,5,bangalore,5.0
Ford,Ecosport,2016,SUV,Diesel,Manual,98.59,1498.0,22.77,50000.0,2,third_party_insurance,5,bangalore,6.0
Mahindra,XUV500,2017,SUV,Diesel,Manual,140.0,2179.0,16.0,70000.0,2,third_party_insurance,7,bangalore,13.5
Hyundai,Grand i10,2016,Hatchback,Petrol,Manual,82.0,1197.0,18.9,44000.0,1,Comprehensive,5,bangalore,5.25
Hyundai,Getz,2006,Hatchback,Petrol,Manual,81.86456,1341.0,15.3,90000.0,2,third_party_insurance,5,bangalore,1.75
Maruti,Ciaz,2016,Sedan,Petrol,Automatic,91.1,1373.0,19.12,30000.0,1,third_party_insurance,5,bangalore,7.25
Hyundai,Grand i10,2018,Hatchback,Petrol,Manual,81.86,1197.0,18.9,50000.0,1,third_party_insurance,5,bangalore,5.5
Maruti,Swift,2019,Hatchback,Petrol,Manual,81.8,1197.0,22.0,98000.0,1,Comprehensive,5,bangalore,6.5
Honda,Jazz,2017,Hatchback,Petrol,Automatic,88.7,1199.0,18.2,47000.0,1,Comprehensive,5,bangalore,7.75
Hyundai,Verna,2019,Sedan,Petrol,Manual,121.3,1591.0,17.0,70000.0,1,third_party_insurance,5,bangalore,9.0
Maruti,Alto 800,2020,Hatchback,Petrol,Manual,47.33,796.0,22.05,16998.0,1,Comprehensive,5,bangalore,4.08
Hyundai,Grand i10,2017,Hatchback,Petrol,Automatic,81.86,1197.0,18.9,15256.0,1,Comprehensive,5,bangalore,6.42
Datsun,RediGO,2020,Hatchback,Petrol,Automatic,67.0,999.0,22.5,4495.0,1,Comprehensive,5,bangalore,5.21
Renault,Triber,2020,MUV,Petrol,Manual,71.01,999.0,20.0,34561.0,1,zero_depreciation,7,bangalore,6.95
Maruti,Alto K10,2018,Hatchback,Petrol,Manual,67.05,998.0,23.95,40000.0,2,third_party_insurance,5,bangalore,3.9
Tata,Tiago,2016,Hatchback,Petrol,Manual,84.0,1199.0,23.84,142135.0,1,Comprehensive,5,bangalore,4.29
Ford,Aspire,2021,Sedan,Petrol,Manual,94.93,1194.0,18.5,120000.0,1,third_party_insurance,5,bangalore,5.2
Maruti,Wagon R,2019,Hatchback,Petrol,Automatic,81.8,1197.0,20.52,9553.0,1,third_party_insurance,5,bangalore,6.25
Renault,KWID,2022,Hatchback,Petrol,Manual,67.06,999.0,21.46,7600.0,1,zero_depreciation,5,bangalore,6.01
Jeep,Compass,2017,SUV,Diesel,Manual,170.0,1956.0,17.1,120000.0,1,third_party_insurance,5,bangalore,13.0
Hyundai,Grand i10,2017,Hatchback,Petrol,Automatic,81.86,1197.0,18.9,20000.0,1,Comprehensive,5,bangalore,6.45
Audi,Q7,2013,SUV,Diesel,Automatic,241.4,2967.0,12.07,120000.0,2,third_party_insurance,7,bangalore,19.75
Hyundai,i20,2016,Hatchback,Petrol,Manual,81.83,1197.0,18.6,45578.0,1,third_party_insurance,5,bangalore,6.95
BMW,3 Series,2014,Sedan,Diesel,Automatic,190.0,1995.0,22.69,100000.0,2,Comprehensive,5,bangalore,16.44
Ford,Ecosport,2019,SUV,Petrol,Manual,121.36,1497.0,17.0,42000.0,1,Comprehensive,5,bangalore,8.95
Hyundai,i10,2013,Hatchback,Petrol,Manual,78.9,1197.0,20.36,90000.0,2,third_party_insurance,5,bangalore,3.5
Hyundai,Verna,2012,Sedan,Diesel,Manual,126.32,1582.0,22.32,70000.0,1,third_party_insurance,5,bangalore,5.5
Ford,Endeavour,2010,SUV,Diesel,Automatic,153.86,2953.0,11.4,100000.0,3,third_party_insurance,7,bangalore,7.5
Maruti,Ignis,2017,Hatchback,Petrol,Manual,81.8,1197.0,20.89,16306.0,1,Comprehensive,5,bangalore,5.81
Maruti,Wagon R,2020,Hatchback,Petrol,Manual,81.8,1197.0,20.52,25086.0,3,Comprehensive,5,bangalore,5.13
Maruti,Baleno,2017,Hatchback,Petrol,Manual,81.8,1197.0,21.01,54845.0,1,third_party_insurance,5,bangalore,6.5
Ford,Freestyle,2020,Hatchback,Diesel,Manual,98.63,1498.0,24.4,35642.0,1,Comprehensive,5,bangalore,8.06
Maruti,Baleno,2016,Hatchback,Petrol,Automatic,83.1,1197.0,21.4,22173.0,1,third_party_insurance,5,bangalore,7.25
BMW,5 Series,2018,Sedan,Diesel,Automatic,261.49,2993.0,17.42,50000.0,1,Comprehensive,5,bangalore,49.5
Hyundai,Grand i10,2014,Hatchback,Petrol,Manual,82.0,1197.0,18.9,67790.0,1,third_party_insurance,5,bangalore,4.26
Maruti,Alto K10,2019,Hatchback,Petrol,Manual,67.05,998.0,23.95,38000.0,1,Comprehensive,5,bangalore,4.85
Honda,Brio,2012,Hatchback,Petrol,Manual,86.8,1198.0,19.4,49713.0,2,third_party_insurance,5,bangalore,3.51
Renault,KWID,2021,Hatchback,Petrol,Manual,67.06,999.0,21.46,10002.0,1,third_party_insurance,5,bangalore,4.9
Mahindra,XUV500,2017,SUV,Diesel,Manual,140.0,2179.0,16.0,46706.0,1,third_party_insurance,7,bangalore,14.95
