manufacturer,model_name,model_year,body_type,fuel_type,transmission,power_(bhp),engine_(cc),mileage,kilometers,previous_owners,insurance_type,seats,city,price_in_lakhs_(₹)
Hyundai,Santa Fe,2014,SUV,Diesel,Automatic,194.3,2199.0,13.01,90000.0,1,third_party_insurance,7,jaipur,7.5
Hyundai,Grand i10,2016,Hatchback,Petrol,Automatic,82.0,1197.0,18.9,72842.0,1,zero_depreciation,5,jaipur,4.6
Maruti,Wagon R,2018,Hatchback,Petrol,Manual,67.04,998.0,20.51,16338.0,2,third_party_insurance,5,jaipur,4.3
Tata,Nano,2011,Hatchback,Petrol,Manual,35.0,624.0,26.0,30000.0,3,third_party_insurance,4,jaipur,0.55
Toyota,Innova,2014,MUV,Diesel,Manual,100.6,2494.0,12.99,120000.0,1,third_party_insurance,7,jaipur,6.5
Hyundai,Verna,2019,Sedan,Diesel,Automatic,126.2,1582.0,22.0,79828.0,1,Comprehensive,5,jaipur,11.4
Ford,Figo,2014,Hatchback,Diesel,Manual,68.05,1399.0,20.0,120000.0,2,third_party_insurance,5,jaipur,1.9
Volkswagen,Polo,2016,Hatchback,Petrol,Manual,74.0,1199.0,16.2,59000.0,2,third_party_insurance,5,jaipur,4.5
Chevrolet,Beat,2011,Hatchback,Petrol,Manual,79.4,1199.0,18.6,120000.0,4,third_party_insurance,5,jaipur,1.0
Maruti,Ritz,2010,Hatchback,Diesel,Manual,73.9,1248.0,21.1,90000.0,2,third_party_insurance,5,jaipur,2.0
Maruti,Alto K10,2012,Hatchback,Petrol,Manual,67.1,998.0,20.92,40000.0,2,third_party_insurance,5,jaipur,2.45
Honda,City,2010,Sedan,Petrol,Manual,116.38575999999999,1497.0,17.0,70000.0,1,Comprehensive,5,jaipur,3.4
Mahindra,Bolero Camper,2022,Others,Diesel,Manual,75.09,2523.0,16.266187649692803,10000.0,1,third_party_insurance,5,jaipur,10.4
Mahindra,Scorpio,2015,SUV,Diesel,Manual,75.0,2523.0,15.4,120000.0,2,third_party_insurance,9,jaipur,6.0
Honda,Amaze,2013,Sedan,Petrol,Manual,86.7,1198.0,18.0,52034.0,1,Comprehensive,5,jaipur,3.34
Renault,KWID,2015,Hatchback,Petrol,Manual,53.3,799.0,25.17,45979.0,2,Comprehensive,5,jaipur,2.43
Honda,Amaze,2019,Sedan,Petrol,Manual,88.76,1199.0,19.5,10000.0,1,third_party_insurance,5,jaipur,6.1
Hyundai,i20,2013,Hatchback,Petrol,Manual,82.85,1197.0,18.5,68551.0,1,Comprehensive,5,jaipur,3.49
Tata,Tiago,2019,Hatchback,Petrol,Manual,83.83,1199.0,23.84,68766.0,1,zero_depreciation,5,jaipur,5.14
Tata,New Safari,2012,SUV,Diesel,Manual,138.1,2179.0,11.57,80000.0,1,third_party_insurance,7,jaipur,3.0
Maruti,Swift Dzire,2020,Sedan,Petrol,Manual,88.5,1197.0,22.41,20000.0,2,third_party_insurance,5,jaipur,7.25
Hyundai,Verna,2016,Sedan,Diesel,Manual,126.32,1582.0,23.9,120000.0,2,third_party_insurance,5,jaipur,4.6
Hyundai,Verna,2015,Sedan,Diesel,Manual,126.32,1582.0,22.32,120000.0,2,third_party_insurance,5,jaipur,4.5
Mahindra,Bolero,2010,MUV,Diesel,Manual,63.0,2523.0,13.6,120000.0,5,third_party_insurance,7,jaipur,3.2
Ford,Ecosport,2019,SUV,Diesel,Manual,98.96,1498.0,21.7,71000.0,1,Comprehensive,5,jaipur,8.5
Volkswagen,Vento,2014,Sedan,Diesel,Manual,103.6,1598.0,20.54,53000.0,1,Comprehensive,5,jaipur,5.0
Volkswagen,Polo,2017,Hatchback,Diesel,Manual,88.0,1498.0,20.14,75000.0,2,Comprehensive,5,jaipur,5.5
Maruti,Wagon R,2020,Hatchback,Petrol,Manual,67.05,998.0,21.79,23573.0,1,Comprehensive,5,jaipur,5.6
Ford,Ecosport,2018,SUV,Diesel,Manual,98.96,1498.0,21.7,76200.0,1,Comprehensive,5,jaipur,8.0
Hyundai,Santro Xing,2007,Hatchback,Petrol,Automatic,62.13816,1086.0,17.8,85000.0,1,Comprehensive,5,jaipur,1.8
Maruti,Alto K10,2014,Hatchback,Petrol,Manual,65.71,998.0,24.39,62000.0,1,Comprehensive,5,jaipur,2.7
Hyundai,Aura,2020,Sedan,Petrol,Automatic,81.86,1197.0,20.1,16603.0,1,Comprehensive,5,jaipur,7.35
Hyundai,EON,2018,Hatchback,Petrol,Manual,55.2,814.0,21.1,43571.0,1,third_party_insurance,5,jaipur,3.08
Maruti,Alto 800,2020,Hatchback,Petrol,Manual,47.33,796.0,22.05,28328.0,1,zero_depreciation,5,jaipur,3.8
Maruti,Swift,2014,Hatchback,Diesel,Manual,74.0,1248.0,28.4,115000.0,1,Comprehensive,5,jaipur,4.6
Honda,WR-V,2017,SUV,Petrol,Manual,88.7,1199.0,17.5,40282.0,1,Comprehensive,5,jaipur,6.57
Maruti,Alto 800,2016,Hatchback,Petrol,Manual,47.33,796.0,22.05,57826.0,1,Comprehensive,5,jaipur,2.55
Volkswagen,Polo,2016,Hatchback,Petrol,Manual,75.0,999.0,18.78,85400.0,1,Comprehensive,5,jaipur,4.5
Hyundai,i20,2014,Hatchback,Petrol,Manual,81.83,1197.0,18.6,74000.0,2,Comprehensive,5,jaipur,4.8
Mahindra,Bolero Power Plus,2018,SUV,Diesel,Manual,70.0,1493.0,16.5,66000.0,1,Comprehensive,7,jaipur,8.25
Maruti,Vitara Brezza,2018,SUV,Diesel,Automatic,88.5,1248.0,24.3,65580.0,1,Comprehensive,5,jaipur,8.95
Volkswagen,Polo,2014,Hatchback,Diesel,Manual,88.8,1498.0,20.14,91200.0,2,Comprehensive,5,jaipur,4.5
Ford,Ecosport,2015,SUV,Diesel,Manual,98.96,1498.0,21.7,65000.0,2,Comprehensive,5,jaipur,5.9
Hyundai,i20,2017,Hatchback,Diesel,Manual,88.73,1396.0,22.54,84250.0,2,Comprehensive,5,jaipur,6.7
Maruti,Swift,2007,Hatchback,Diesel,Manual,73.974,1248.0,17.8,93155.0,3,Comprehensive,5,jaipur,2.3
BMW,3 Series,2014,Sedan,Diesel,Automatic,184.0,1995.0,19.59,79412.0,2,Comprehensive,5,jaipur,14.25
Skoda,Rapid,2019,Sedan,Diesel,Manual,108.6,1498.0,21.13,68140.0,1,not_available,5,jaipur,8.1
Kia,Carens,2022,MUV,Petrol,Automatic,138.05,1353.0,16.5,16293.0,1,Comprehensive,6,jaipur,17.9
Maruti,Ritz,2014,Hatchback,Diesel,Manual,73.94,1248.0,23.2,79883.0,2,not_available,5,jaipur,1.89
Jeep,Compass,2020,SUV,Diesel,Manual,170.0,1956.0,17.1,9000.0,1,Comprehensive,5,jaipur,18.9
Hyundai,Getz,2007,Hatchback,Petrol,Manual,65.68891199999999,1086.0,15.0,100048.0,1,not_available,5,jaipur,0.28001
Honda,Amaze,2014,Sedan,Diesel,Manual,98.6,1498.0,25.8,110712.0,1,not_available,5,jaipur,2.7
Tata,Tiago,2017,Hatchback,Petrol,Automatic,84.0,1199.0,23.84,67653.0,1,Comprehensive,5,jaipur,4.1
Hyundai,i10,2015,Hatchback,Petrol,Manual,68.05,1086.0,19.81,58066.0,1,third_party_insurance,5,jaipur,2.96
Jaguar,XF,2017,Sedan,Diesel,Automatic,187.7,2179.0,16.36,83000.0,2,Comprehensive,5,jaipur,23.5
Honda,Amaze,2019,Sedan,Petrol,Manual,88.76,1199.0,19.5,71053.0,1,Comprehensive,5,jaipur,5.76
Volkswagen,Polo,2018,Hatchback,Diesel,Manual,88.0,1498.0,20.14,76977.0,2,Comprehensive,5,jaipur,6.23
Tata,Indica,2009,Hatchback,Diesel,Manual,73.974,1248.0,18.0,150729.0,1,not_available,5,jaipur,0.8
Mercedes-Benz,M-Class,2016,SUV,Diesel,Automatic,203.2,2143.0,15.26,115000.0,1,Comprehensive,5,jaipur,31.9
Kia,Carens,2022,MUV,Diesel,Automatic,114.41,1493.0,16.366666666666667,15000.0,1,Comprehensive,6,jaipur,17.5
Honda,New Accord,2007,Sedan,Petrol,Manual,142.03008,2354.0,11.9,144103.0,1,not_available,5,jaipur,0.3584
Honda,Amaze,2022,Sedan,Petrol,Manual,88.5,1199.0,18.6,19726.0,1,not_available,5,jaipur,7.5
Audi,Q5,2013,SUV,Diesel,Automatic,174.3,1968.0,14.16,60267.0,1,third_party_insurance,5,jaipur,17.65
Hyundai,Elantra,2013,Sedan,Diesel,Manual,126.24,1582.0,22.7,120931.0,1,not_available,5,jaipur,9.0
Tata,Nexon,2022,SUV,Petrol,Manual,118.35,1199.0,17.33,12111.0,1,not_available,5,jaipur,9.5
Chevrolet,Cruze,2016,Sedan,Diesel,Manual,163.7,1998.0,17.9,121671.0,1,not_available,5,jaipur,4.5
Maruti,Vitara Brezza,2019,SUV,Diesel,Automatic,88.5,1248.0,24.3,65573.0,1,third_party_insurance,5,jaipur,8.95
Hyundai,i10,2009,Hatchback,Petrol,Manual,78.9,1197.0,20.36,52887.0,1,not_available,5,jaipur,2.5
Honda,CR-V,2015,SUV,Petrol,Automatic,187.4,2354.0,12.0,48457.0,1,Comprehensive,5,jaipur,12.85
Nissan,Micra Active,2013,Hatchback,Petrol,Manual,67.04,1198.0,19.49,51088.0,1,not_available,5,jaipur,3.25
Maruti,Wagon R,2015,Hatchback,Petrol,Manual,67.04,998.0,20.51,0.0,1,not_available,5,jaipur,3.5
Kia,Seltos,2021,SUV,Petrol,Manual,113.43,1497.0,16.8,22000.0,1,Comprehensive,5,jaipur,13.9
Hyundai,Verna,2018,Sedan,Petrol,Manual,121.3,1591.0,17.0,45316.0,1,zero_depreciation,5,jaipur,8.23
Kia,Seltos,2019,SUV,Petrol,Automatic,138.08,1353.0,16.5,16858.0,1,Comprehensive,5,jaipur,13.95
Toyota,Innova,2014,MUV,Diesel,Manual,100.6,2494.0,12.99,105000.0,1,Comprehensive,7,jaipur,7.9
Renault,KWID,2019,Hatchback,Petrol,Manual,53.26,799.0,22.25,31850.0,1,third_party_insurance,5,jaipur,3.42
Honda,Amaze,2013,Sedan,Diesel,Manual,98.6,1498.0,25.8,135213.0,1,not_available,5,jaipur,2.7
Honda,Amaze,2014,Sedan,Diesel,Manual,98.6,1498.0,25.8,88378.0,1,not_available,5,jaipur,3.58
Maruti,Swift Dzire,2016,Sedan,Diesel,Manual,74.0,1248.0,26.59,191867.0,1,not_available,5,jaipur,5.0
Maruti,Swift Dzire,2012,Sedan,Diesel,Manual,74.0,1248.0,23.4,65808.0,1,not_available,5,jaipur,4.1
Nissan,Magnite,2021,SUV,Petrol,Manual,71.02,999.0,18.75,20135.0,1,not_available,5,jaipur,6.5
Skoda,Octavia,2019,Sedan,Petrol,Automatic,177.0,1798.0,15.1,29882.0,1,Comprehensive,5,jaipur,22.9
MG,Hector,2020,SUV,Petrol,Automatic,141.0,1451.0,13.96,33831.0,1,not_available,5,jaipur,15.0
Maruti,Wagon R,2018,Hatchback,Petrol,Manual,67.04,998.0,20.51,61334.0,1,not_available,5,jaipur,3.8
BMW,3 Series,2017,Sedan,Diesel,Automatic,190.0,1995.0,22.69,69383.0,3,not_available,5,jaipur,17.0
Mahindra,Scorpio,2009,SUV,Diesel,Manual,120.0,2179.0,12.05,157312.0,4,not_available,9,jaipur,4.5
Hyundai,i20,2017,Hatchback,Petrol,Manual,81.83,1197.0,18.6,51531.0,1,not_available,5,jaipur,5.0
Kia,Seltos,2019,SUV,Diesel,Manual,113.43,1493.0,20.8,88098.0,1,not_available,5,jaipur,9.45
Honda,BR-V,2016,SUV,Diesel,Manual,98.6,1498.0,21.9,96000.0,1,Comprehensive,7,jaipur,5.25
Hyundai,Venue,2019,SUV,Diesel,Manual,88.76,1396.0,23.7,77901.0,1,Comprehensive,5,jaipur,9.75
Skoda,Laura,2008,Sedan,Diesel,Manual,104.54992,1896.0,17.5,133946.0,1,not_available,5,jaipur,5.64
Hyundai,i10,2016,Hatchback,Petrol,Manual,68.05,1086.0,19.81,70593.0,1,third_party_insurance,5,jaipur,3.26
Hyundai,i20,2015,Hatchback,Petrol,Manual,81.83,1197.0,18.6,82556.0,1,zero_depreciation,5,jaipur,4.65
Maruti,Wagon R,2009,Hatchback,Petrol,Manual,67.0,1061.0,18.9,42160.0,1,not_available,5,jaipur,1.8
Maruti,Swift Dzire,2018,Sedan,Diesel,Manual,74.02,1248.0,28.4,99367.0,1,third_party_insurance,5,jaipur,7.1
Hyundai,Verna,2018,Sedan,Petrol,Manual,121.3,1591.0,17.0,95329.0,1,zero_depreciation,5,jaipur,7.94
Maruti,Swift Dzire,2015,Sedan,Petrol,Manual,83.14,1197.0,20.85,72000.0,1,Comprehensive,5,jaipur,4.65
Hyundai,i20,2011,Hatchback,Diesel,Manual,88.7688,1396.0,21.9,137537.0,4,not_available,5,jaipur,1.5
Honda,City,2014,Sedan,Diesel,Manual,98.6,1498.0,26.0,98000.0,1,Comprehensive,5,jaipur,5.2
Chevrolet,Cruze,2010,Sedan,Diesel,Manual,147.9,1991.0,18.3,152098.0,3,not_available,5,jaipur,3.61
Renault,Scala,2013,Sedan,Diesel,Manual,84.8,1461.0,21.64,88329.0,1,Comprehensive,5,jaipur,3.9
Toyota,Fortuner,2016,SUV,Diesel,Automatic,169.0,2982.0,11.5,126000.0,2,Comprehensive,7,jaipur,24.5
Maruti,Ritz,2009,Hatchback,Petrol,Manual,85.8,1197.0,21.1,114866.0,2,Comprehensive,5,jaipur,0.93982
Maruti,Baleno,2021,Hatchback,Petrol,Manual,81.8,1197.0,21.01,27723.0,1,not_available,5,jaipur,6.0
Toyota,Corolla Altis,2009,Sedan,Petrol,Automatic,138.1,1794.0,14.53,57847.0,1,Comprehensive,5,jaipur,3.95
Hyundai,Verna,2021,Sedan,Petrol,Manual,113.18,1497.0,17.7,46557.0,1,not_available,5,jaipur,9.8
Maruti,Wagon R,2016,Hatchback,Petrol,Manual,67.04,998.0,20.51,37983.0,1,not_available,5,jaipur,3.6
Maruti,Alto,2010,Hatchback,Petrol,Manual,46.3,796.0,19.7,152783.0,4,not_available,5,jaipur,0.68063
Mercedes-Benz,C-Class,2012,Sedan,Diesel,Automatic,170.0,2143.0,14.84,69856.0,1,third_party_insurance,5,jaipur,12.5
Audi,Q5,2013,SUV,Diesel,Automatic,174.3,1968.0,14.16,60091.0,1,third_party_insurance,5,jaipur,18.5
Maruti,Swift,2017,Hatchback,Petrol,Manual,83.11,1197.0,20.4,50501.0,1,not_available,5,jaipur,4.5
Hyundai,Grand i10,2018,Hatchback,Petrol,Manual,81.86,1197.0,18.9,65000.0,1,Comprehensive,5,jaipur,4.85
Maruti,Swift,2014,Hatchback,Diesel,Manual,74.0,1248.0,22.9,74232.0,1,third_party_insurance,5,jaipur,4.29
Maruti,Wagon R,2015,Hatchback,Petrol,Manual,67.04,998.0,20.51,38892.0,1,third_party_insurance,5,jaipur,3.47
BMW,X5,2014,SUV,Diesel,Automatic,245.0,2993.0,11.7,82882.0,1,third_party_insurance,5,jaipur,24.5
Audi,Q3,2017,SUV,Diesel,Manual,138.13,1968.0,17.32,79329.0,2,third_party_insurance,5,jaipur,23.25
Maruti,Swift Dzire,2013,Sedan,Petrol,Manual,85.8,1197.0,19.1,63959.0,1,not_available,5,jaipur,4.0
Tata,Altroz,2022,Hatchback,Petrol,Manual,86.83,1199.0,19.33,10801.0,1,not_available,5,jaipur,9.0
Toyota,Fortuner,2015,SUV,Diesel,Manual,168.7,2982.0,13.0,86580.0,2,not_available,7,jaipur,13.0
Skoda,Rapid,2015,Sedan,Petrol,Automatic,103.52,1598.0,14.3,30751.0,2,not_available,5,jaipur,3.3
Maruti,Wagon R,2014,Hatchback,Petrol,Manual,67.04,998.0,20.51,151231.0,1,not_available,5,jaipur,2.5
Kia,Seltos,2020,SUV,Diesel,Manual,113.43,1493.0,20.8,49000.0,1,Comprehensive,5,jaipur,15.75
Kia,Seltos,2019,SUV,Petrol,Automatic,138.08,1353.0,16.5,49000.0,1,Comprehensive,5,jaipur,14.75
Mercedes-Benz,C-Class,2006,Sedan,Diesel,Automatic,170.0,2143.0,14.84,147640.0,3,not_available,5,jaipur,2.25
Audi,A4,2013,Sedan,Diesel,Automatic,140.8,1968.0,15.2,55000.0,1,Comprehensive,5,jaipur,13.7
Honda,WR-V,2022,SUV,Petrol,Manual,88.5,1199.0,16.5,17284.0,1,not_available,5,jaipur,9.0
Hyundai,Xcent,2014,Sedan,Diesel,Manual,71.01,1120.0,24.4,100076.0,3,not_available,5,jaipur,3.0
Chevrolet,Spark,2011,Hatchback,Petrol,Manual,62.0,995.0,18.0,105180.0,2,not_available,5,jaipur,0.6
Maruti,Alto 800,2018,Hatchback,Petrol,Manual,47.33,796.0,22.05,85648.0,1,third_party_insurance,5,jaipur,2.72
Maruti,Swift,2018,Hatchback,Petrol,Manual,88.5,1197.0,22.38,97229.0,1,third_party_insurance,5,jaipur,5.09
Maruti,Baleno,2016,Hatchback,Diesel,Manual,74.0,1248.0,27.39,74850.0,1,not_available,5,jaipur,4.7
Maruti,Swift,2018,Hatchback,Petrol,Manual,88.5,1197.0,22.38,52509.0,1,third_party_insurance,5,jaipur,5.44
Hyundai,Accent,2006,Sedan,Petrol,Manual,92.71408,1495.0,13.2,94970.0,2,not_available,5,jaipur,1.42
Hyundai,i10,2016,Hatchback,Petrol,Manual,78.9,1197.0,20.36,57000.0,2,Comprehensive,5,jaipur,3.45
Skoda,Rapid,2018,Sedan,Diesel,Manual,108.6,1498.0,21.13,91547.0,1,third_party_insurance,5,jaipur,9.65
Maruti,Swift Dzire,2011,Sedan,Petrol,Manual,85.8,1197.0,17.5,42601.0,1,not_available,5,jaipur,2.8
Maruti,Ertiga,2013,MUV,Diesel,Manual,88.76,1248.0,20.77,208978.0,1,not_available,7,jaipur,4.5
Kia,Seltos,2019,SUV,Diesel,Automatic,113.4,1493.0,17.8,31262.0,1,not_available,5,jaipur,11.3
Ford,Ecosport,2018,SUV,Diesel,Manual,98.96,1498.0,23.0,72000.0,1,Comprehensive,5,jaipur,7.75
Nissan,Terrano,2014,SUV,Diesel,Manual,83.8,1461.0,20.45,152633.0,1,not_available,5,jaipur,2.16
Hyundai,i20,2017,Hatchback,Petrol,Manual,81.86,1197.0,18.6,70000.0,1,Comprehensive,5,jaipur,6.0
Audi,A3,2018,Sedan,Petrol,Automatic,150.0,1395.0,19.2,54737.0,1,Comprehensive,5,jaipur,20.9
Mahindra,XUV500,2020,SUV,Diesel,Manual,152.87,2179.0,15.1,97845.0,1,not_available,7,jaipur,10.12
Maruti,Swift,2022,Hatchback,Petrol,Manual,88.5,1197.0,22.38,18240.0,1,not_available,5,jaipur,6.3
Hyundai,Santro,1999,Hatchback,Petrol,Manual,68.0,999.0,22.245391304347827,81700.0,3,not_available,5,jaipur,0.66
Tata,Safari Storme,2015,SUV,Diesel,Manual,147.94,2179.0,14.1,90000.0,2,Comprehensive,7,jaipur,5.9
Jaguar,XJ,2014,Sedan,Diesel,Automatic,301.73,2993.0,14.47,65262.0,1,Comprehensive,5,jaipur,38.0
Hyundai,Verna,2018,Sedan,Petrol,Manual,121.3,1591.0,17.0,86703.0,1,zero_depreciation,5,jaipur,8.75
Skoda,Slavia,2022,Sedan,Petrol,Manual,113.98,999.0,19.47,16000.0,1,third_party_insurance,5,jaipur,11.1
Hyundai,EON,2018,Hatchback,Petrol,Manual,55.2,814.0,21.1,48409.0,1,not_available,5,jaipur,2.8
Maruti,Swift,2012,Hatchback,Petrol,Manual,88.5,1197.0,22.38,102912.0,1,Comprehensive,5,jaipur,3.64
Renault,KWID,2019,Hatchback,Petrol,Manual,53.26,799.0,22.25,37025.0,1,third_party_insurance,5,jaipur,3.52
Nissan,Micra Active,2015,Hatchback,Petrol,Manual,67.04,1198.0,19.49,164910.0,1,not_available,5,jaipur,2.15
Volkswagen,Vento,2012,Sedan,Diesel,Manual,103.6,1598.0,20.54,68243.0,2,not_available,5,jaipur,3.0
Hyundai,i10,2012,Hatchback,Petrol,Manual,78.9,1197.0,20.36,110728.0,1,not_available,5,jaipur,2.31
Hyundai,Verna,2020,Sedan,Diesel,Manual,113.45,1493.0,25.0,69492.0,1,not_available,5,jaipur,11.56
Maruti,Swift,2013,Hatchback,Diesel,Manual,74.0,1248.0,22.9,72480.0,1,not_available,5,jaipur,4.0
Hyundai,i20,2016,Hatchback,Petrol,Manual,81.83,1197.0,18.6,120094.0,1,not_available,5,jaipur,5.0
Maruti,Swift,2013,Hatchback,Diesel,Manual,74.0,1248.0,22.9,118149.0,3,not_available,5,jaipur,3.5
Kia,Seltos,2020,SUV,Petrol,Automatic,113.43,1497.0,17.58604651162791,29000.0,1,Comprehensive,5,jaipur,14.2
Honda,Brio,2015,Hatchback,Petrol,Automatic,86.8,1198.0,16.5,68000.0,3,third_party_insurance,5,jaipur,3.85
Maruti,Omni,2014,Others,Petrol,Manual,34.2,796.0,16.8,45663.0,3,not_available,8,jaipur,0.94353
Maruti,Alto 800,2012,Hatchback,Petrol,Manual,47.3,796.0,22.74,62626.0,1,not_available,5,jaipur,0.96295
Hyundai,i20,2010,Hatchback,Petrol,Manual,78.90559999999999,1197.0,18.5,65733.0,2,not_available,5,jaipur,1.17
Tata,Altroz,2020,Hatchback,Petrol,Manual,86.83,1199.0,19.33,21388.0,1,third_party_insurance,5,jaipur,5.37
Maruti,Swift Dzire,2019,Sedan,Diesel,Automatic,74.02,1248.0,28.4,71448.0,3,third_party_insurance,5,jaipur,6.78
Honda,Amaze,2018,Sedan,Petrol,Manual,88.76,1199.0,19.5,63385.0,1,third_party_insurance,5,jaipur,5.41
Hyundai,i20,2019,Hatchback,Petrol,Manual,81.86,1197.0,18.6,60048.0,1,third_party_insurance,5,jaipur,5.78
Hyundai,EON,2015,Hatchback,Petrol,Manual,55.2,814.0,21.1,45926.0,1,not_available,5,jaipur,2.0
Maruti,Vitara Brezza,2021,SUV,Petrol,Manual,103.26,1462.0,17.03,19876.0,1,not_available,5,jaipur,7.5
Hyundai,i20,2017,Hatchback,Diesel,Manual,88.76,1396.0,22.54,69000.0,1,Comprehensive,5,jaipur,6.75
Maruti,Vitara Brezza,2021,SUV,Petrol,Manual,103.26,1462.0,17.03,65000.0,1,Comprehensive,5,jaipur,8.95
Hyundai,Grand i10,2015,Hatchback,Petrol,Manual,82.0,1197.0,18.9,37386.0,1,not_available,5,jaipur,4.2
Maruti,Baleno,2020,Hatchback,Petrol,Manual,81.8,1197.0,21.01,104590.0,1,not_available,5,jaipur,5.5
Maruti,Swift Dzire,2021,Sedan,Petrol,Manual,88.5,1197.0,22.41,57794.0,1,not_available,5,jaipur,7.25
Ford,Ecosport,2015,SUV,Diesel,Manual,89.84,1498.0,22.7,105072.0,1,not_available,5,jaipur,4.2
Honda,Civic,2007,Sedan,Petrol,Manual,130.0,1799.0,13.5,176550.0,3,not_available,5,jaipur,1.5
Hyundai,Verna,2016,Sedan,Diesel,Manual,126.2,1582.0,23.9,52000.0,1,Comprehensive,5,jaipur,7.85
Tata,Altroz,2020,Hatchback,Petrol,Manual,86.83,1199.0,19.33,26124.0,1,not_available,5,jaipur,4.6
Maruti,Ciaz,2018,Sedan,Petrol,Manual,91.1,1373.0,20.73,35925.0,1,not_available,5,jaipur,7.5
Mahindra,Logan,2008,Sedan,Petrol,Manual,83.34403999999999,1598.0,13.0,64816.0,2,not_available,5,jaipur,0.73
Mahindra,Bolero,2008,MUV,Diesel,Manual,63.0,2523.0,13.6,92701.0,4,not_available,7,jaipur,1.08
Maruti,Celerio,2019,Hatchback,Petrol,Manual,65.71,998.0,25.24,38439.0,1,third_party_insurance,5,jaipur,4.19
Ford,Ecosport,2017,SUV,Petrol,Manual,110.4,1499.0,15.85,45531.0,1,Comprehensive,5,jaipur,5.49
Maruti,Swift Dzire,2021,Sedan,Petrol,Manual,88.5,1197.0,22.41,33000.0,1,Comprehensive,5,jaipur,7.1
Maruti,Swift,2015,Hatchback,Petrol,Manual,88.5,1197.0,22.38,71098.0,2,Comprehensive,5,jaipur,4.26
Mahindra,XUV500,2014,SUV,Diesel,Manual,140.0,2179.0,15.1,99432.0,1,Comprehensive,7,jaipur,6.33
Maruti,Esteem,2005,Sedan,Petrol,Manual,91.0,1298.0,15.9,44777.0,2,not_available,5,jaipur,1.1
Renault,KWID,2020,Hatchback,Petrol,Automatic,67.0,999.0,22.0,24068.0,2,not_available,5,jaipur,4.4
Ford,Figo,2013,Hatchback,Diesel,Manual,68.05,1399.0,20.0,85445.0,3,not_available,5,jaipur,2.5
Volkswagen,Jetta,2008,Sedan,Diesel,Automatic,103.5636,1896.0,15.5,112097.0,4,not_available,5,jaipur,4.77
Hyundai,Grand i10,2017,Hatchback,Diesel,Manual,70.0,1120.0,24.0,80008.0,1,not_available,5,jaipur,4.7
Volkswagen,Vento,2013,Sedan,Diesel,Manual,103.6,1598.0,20.54,96496.0,2,not_available,5,jaipur,4.0
Nissan,Terrano,2014,SUV,Diesel,Manual,108.5,1461.0,19.01,75744.0,1,not_available,5,jaipur,5.5
Maruti,Ignis,2017,Hatchback,Diesel,Automatic,74.0,1248.0,26.8,70000.0,1,Comprehensive,5,jaipur,5.45
Hyundai,i20 Active,2015,Hatchback,Diesel,Manual,88.76,1396.0,21.19,85000.0,1,Comprehensive,5,jaipur,5.65
Maruti,Alto 800,2022,Hatchback,Petrol,Manual,47.33,796.0,22.05,15092.0,1,not_available,5,jaipur,4.1
Honda,Amaze,2014,Sedan,Petrol,Manual,86.7,1198.0,18.0,117131.0,3,not_available,5,jaipur,3.8
Maruti,Wagon R Stingray,2016,Hatchback,Petrol,Automatic,67.04,998.0,20.51,32802.0,2,not_available,5,jaipur,4.0
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,39201.0,1,not_available,5,jaipur,6.5
Kia,Seltos,2019,SUV,Diesel,Automatic,113.4,1493.0,17.8,101884.0,1,not_available,5,jaipur,12.6
Maruti,Swift,2014,Hatchback,Diesel,Manual,74.0,1248.0,25.2,152702.0,2,not_available,5,jaipur,4.5
Hyundai,EON,2014,Hatchback,Petrol,Manual,55.2,814.0,21.1,74729.0,1,third_party_insurance,5,jaipur,2.1
Tata,Nexon,2022,SUV,Petrol,Manual,118.35,1199.0,17.33,9009.0,1,not_available,5,jaipur,9.9
Maruti,SX4 S Cross,2020,SUV,Petrol,Manual,103.25,1462.0,18.55,10785.0,1,zero_depreciation,5,jaipur,10.59
Hyundai,Grand i10,2017,Hatchback,Petrol,Manual,81.86,1197.0,18.9,85374.0,1,third_party_insurance,5,jaipur,4.26
Hyundai,i10,2011,Hatchback,Petrol,Manual,78.9,1197.0,20.36,36495.0,1,not_available,5,jaipur,1.75
Volkswagen,Polo,2012,Hatchback,Diesel,Manual,73.9,1199.0,22.07,57095.0,2,not_available,5,jaipur,2.2
Hyundai,i20,2022,Hatchback,Diesel,Manual,98.63,1493.0,25.0,20199.0,1,not_available,5,jaipur,10.0
Renault,KWID,2022,Hatchback,Petrol,Manual,67.06,999.0,21.46,1782.0,1,not_available,5,jaipur,5.3
Hyundai,Creta,2017,SUV,Petrol,Manual,121.3,1591.0,15.29,182946.0,1,not_available,5,jaipur,7.0
Renault,KWID,2019,Hatchback,Petrol,Manual,53.3,799.0,25.17,20685.0,1,not_available,5,jaipur,2.99
Hyundai,EON,2015,Hatchback,Petrol,Manual,55.2,814.0,21.1,51284.0,1,not_available,5,jaipur,2.5
Maruti,Ertiga,2020,MUV,Petrol,Manual,103.0,1462.0,19.34,83000.0,1,Comprehensive,7,jaipur,8.95
Maruti,Alto 800,2019,Hatchback,Petrol,Manual,47.3,796.0,24.7,36661.0,1,not_available,5,jaipur,3.22
Mahindra,Thar,2022,SUV,Petrol,Manual,150.0,1997.0,15.2,44143.0,1,not_available,4,jaipur,14.0
